商品编号,商品名称,京东分类,sku编号,sku信息,货号,[包装]长,[包装]宽,[包装]高,成本价,商品属性,包装清单,京东价,店内分类,售后服务,市场价,毛重,UPC编码,销售属性别名,商品描述,特殊属性,外部ID,统一主图,库存,商品图片
1253877830,【海宁皮革城】2015高档真丝连衣裙中长裙女装夏季新品OL气质桑蚕丝弹力裙子女,9719,1522055356;1522055355;1522055357;1522055358,1522055356|1000012780:1528016319^1000012781:1526756167|428.00||999;1522055355|1000012780:1528016319^1000012781:1526755681|428.00||999;1522055357|1000012780:1528016319^1000012781:1526755585|428.00||999;1522055358|1000012780:1528016319^1000012781:1526755795|428.00||999,SW15V8508,500,200,80,0,15359:567932|15873:567920|15870:310536|15341:239175|15340:239150|15337:239114|15338:239138|15335:239103|89314:567892|15336:239107|89313:567850|89312:567845|89311:576253|15334:78020,,428,真丝专区/真丝连衣裙,,760,0.08,,1000012780:1528016319:米图^1000012781:1526756167:XL^1000012780:1528016319:米图^1000012781:1526755681:L^1000012780:1528016319:米图^1000012781:1526755585:XXL^1000012780:1528016319:米图^1000012781:1526755795:XXXL,"<img src=""http://img10.360buyimg.com/imgzone/jfs/t1132/94/539461240/138225/5bb7b1aa/552dfb99N96ba33cf.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t790/74/545588882/168232/26b9079e/552dfb9aN1da41213.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1249/342/536678834/190571/d1695380/552dfb9aN9d4def96.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t760/126/1287829326/226970/7d6c49e9/552dfb9bN1aeaf566.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1192/245/524308845/114240/dc515d91/552dfb9bN5c4de4fc.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t790/81/556828738/173831/4cf477e7/552dfb9bN0577ca9b.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t889/64/525907756/129572/954ffc85/552dfb9cNfea417bd.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t844/277/534977847/122056/b1a79558/552dfb9cNc6f8328b.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1015/77/501044308/128406/e2c680ef/552dfb9dN3f173587.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t979/216/556623517/111862/30003892/552dfb9dN7d420d1a.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1111/205/537518633/115745/a16c852f/552dfb9dN5b208961.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t814/197/543336463/110469/79f43b16/552dfb9eNbc18c138.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1219/63/553913362/111565/2296acfa/552dfb9eN201810e0.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t949/361/523034333/228212/2cb55879/552dfb9fN62f250fa.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1207/227/526664225/154044/c3712627/552dfb9fN612b6a54.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t793/264/539639627/204964/e24a69a9/552dfb9fN4f5a6f54.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1033/218/523362760/108945/6df01f3f/552dfba0Nfa1f8337.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1081/114/556876925/189206/c8d70c33/552dfba0Nad8788f1.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1258/270/416327484/101371/a3372412/552dfba0N3397d841.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1090/213/547422074/142293/f914d565/552dfba1N54caec96.jpg"" alt="""" />",is_can_vat:0,,http://img10.360buyimg.com/n0/jfs/t706/115/1276177562/191446/30f3f620/552e106bN1ee730ed.jpg,3996,"0,,http://img10.360buyimg.com/n2/jfs/t706/115/1276177562/191446/30f3f620/552e106bN1ee730ed.jpg,http://img10.360buyimg.com/n2/jfs/t706/115/1276177562/191446/30f3f620/552e106bN1ee730ed.jpg,1,0,1264714217;0,,http://img10.360buyimg.com/n2/jfs/t859/91/540053498/144138/e65991b0/552e106dNf32778a9.jpg,http://img10.360buyimg.com/n2/jfs/t859/91/540053498/144138/e65991b0/552e106dNf32778a9.jpg,0,1,1264714218;0,,http://img10.360buyimg.com/n2/jfs/t1165/169/551549591/296345/d52d4e50/552e106eN20833808.jpg,http://img10.360buyimg.com/n2/jfs/t1165/169/551549591/296345/d52d4e50/552e106eN20833808.jpg,0,2,1264714219;0,,http://img10.360buyimg.com/n2/jfs/t793/104/547723989/326335/2a99de75/552e106fNd166c57b.jpg,http://img10.360buyimg.com/n2/jfs/t793/104/547723989/326335/2a99de75/552e106fNd166c57b.jpg,0,3,1264714220;0,,http://img10.360buyimg.com/n2/jfs/t1117/200/543681041/281035/9e643f52/552e1070N0fd9f7f8.jpg,http://img10.360buyimg.com/n2/jfs/t1117/200/543681041/281035/9e643f52/552e1070N0fd9f7f8.jpg,0,4,1264714621;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t706/115/1276177562/191446/30f3f620/552e106bN1ee730ed.jpg,http://img10.360buyimg.com/n2/jfs/t706/115/1276177562/191446/30f3f620/552e106bN1ee730ed.jpg,1,5,1264714622;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t859/91/540053498/144138/e65991b0/552e106dNf32778a9.jpg,http://img10.360buyimg.com/n2/jfs/t859/91/540053498/144138/e65991b0/552e106dNf32778a9.jpg,0,6,1264714623;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t1165/169/551549591/296345/d52d4e50/552e106eN20833808.jpg,http://img10.360buyimg.com/n2/jfs/t1165/169/551549591/296345/d52d4e50/552e106eN20833808.jpg,0,7,1264714624;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t793/104/547723989/326335/2a99de75/552e106fNd166c57b.jpg,http://img10.360buyimg.com/n2/jfs/t793/104/547723989/326335/2a99de75/552e106fNd166c57b.jpg,0,8,1264714625;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t1117/200/543681041/281035/9e643f52/552e1070N0fd9f7f8.jpg,http://img10.360buyimg.com/n2/jfs/t1117/200/543681041/281035/9e643f52/552e1070N0fd9f7f8.jpg,0,9,1264714626;"
1253873811,【海宁皮革城】2015春夏季新款OL风格女时尚收腰显瘦气质淑女真丝套装连衣裙中长款,9719,1522007555;1522007556;1522007554,1522007555|1000012780:1528016319^1000012781:1526756352|358.00||500;1522007556|1000012780:1528016319^1000012781:1526755681|358.00||500;1522007554|1000012780:1528016319^1000012781:1526755680|358.00||500, SW15V5203,500,200,80,0,15359:567936|15873:567920|15870:310536|15341:567823|15340:239150|15337:239133|15338:239138|15335:239102|89314:567897|15336:239107|89313:567857|89312:567845|89311:583274|15334:78020,,358,真丝专区/真丝连衣裙,,780,0.5,,1000012780:1528016319:夜蕾丝^1000012781:1526756352:M^1000012780:1528016319:夜蕾丝^1000012781:1526755681:L^1000012780:1528016319:夜蕾丝^1000012781:1526755680:S,"<img src=""http://img10.360buyimg.com/imgzone/jfs/t1147/55/542478215/218950/be395e1c/552dfbd6Ne63e6737.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t772/15/1289620063/382481/d7bd06b8/552dfbd7N15eb1997.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t739/15/1276676504/320857/9a586d6/552dfbd8Ndab365e1.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1015/113/554508757/428543/179d6d3d/552dfbd8N077a18cf.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t976/360/447245532/146643/948fd5bb/552dfbd8Na2efed41.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1129/186/534424898/99522/92bf7ea6/552dfbd9N23ce1d58.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t775/73/1287128754/54633/182b423e/552dfbd9N101e9d48.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t922/209/549099087/614916/797b9968/552dfbdaN109c81de.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t979/256/533990525/504292/5a1b5478/552dfbdbN7da0e09b.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1132/144/558950095/358369/65a61696/552dfbdcN635097f7.jpg"" alt="""" />",is_can_vat:0,,http://img10.360buyimg.com/n0/jfs/t1099/59/535832837/151314/6e2caa19/552e0c55N6e5aba42.jpg,1500,"0,,http://img10.360buyimg.com/n2/jfs/t1099/59/535832837/151314/6e2caa19/552e0c55N6e5aba42.jpg,http://img10.360buyimg.com/n2/jfs/t1099/59/535832837/151314/6e2caa19/552e0c55N6e5aba42.jpg,1,0,1264524172;0,,http://img10.360buyimg.com/n2/jfs/t814/17/551951588/123900/3aa1df14/552e0c55N10a9fc5c.jpg,http://img10.360buyimg.com/n2/jfs/t814/17/551951588/123900/3aa1df14/552e0c55N10a9fc5c.jpg,0,1,1264524173;0,,http://img10.360buyimg.com/n2/jfs/t1078/339/568669145/125774/561c848c/552e0c55N753fe7d9.jpg,http://img10.360buyimg.com/n2/jfs/t1078/339/568669145/125774/561c848c/552e0c55N753fe7d9.jpg,0,2,1264524174;0,,http://img10.360buyimg.com/n2/jfs/t1159/317/542210219/115077/f65f0f9e/552e0c56N4cae419e.jpg,http://img10.360buyimg.com/n2/jfs/t1159/317/542210219/115077/f65f0f9e/552e0c56N4cae419e.jpg,0,3,1264524175;0,,http://img10.360buyimg.com/n2/jfs/t1192/40/567519668/397113/a0b460d4/552e0c56Nf68c1073.jpg,http://img10.360buyimg.com/n2/jfs/t1192/40/567519668/397113/a0b460d4/552e0c56Nf68c1073.jpg,0,4,1264524176;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t1099/59/535832837/151314/6e2caa19/552e0c55N6e5aba42.jpg,http://img10.360buyimg.com/n2/jfs/t1099/59/535832837/151314/6e2caa19/552e0c55N6e5aba42.jpg,1,5,1264524177;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t814/17/551951588/123900/3aa1df14/552e0c55N10a9fc5c.jpg,http://img10.360buyimg.com/n2/jfs/t814/17/551951588/123900/3aa1df14/552e0c55N10a9fc5c.jpg,0,6,1264524178;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t1078/339/568669145/125774/561c848c/552e0c55N753fe7d9.jpg,http://img10.360buyimg.com/n2/jfs/t1078/339/568669145/125774/561c848c/552e0c55N753fe7d9.jpg,0,7,1264524179;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t1159/317/542210219/115077/f65f0f9e/552e0c56N4cae419e.jpg,http://img10.360buyimg.com/n2/jfs/t1159/317/542210219/115077/f65f0f9e/552e0c56N4cae419e.jpg,0,8,1264524180;1000012780,夜蕾丝,http://img10.360buyimg.com/n2/jfs/t1192/40/567519668/397113/a0b460d4/552e0c56Nf68c1073.jpg,http://img10.360buyimg.com/n2/jfs/t1192/40/567519668/397113/a0b460d4/552e0c56Nf68c1073.jpg,0,9,1264524181;"
1253864000,SW15VV828,9719,1521908183;1521908184;1521908185;1521908182,1521908183|1000012780:1526756757^1000012781:1526756167|428.00||999;1521908184|1000012780:1526756757^1000012781:1526755585|428.00||999;1521908185|1000012780:1526756757^1000012781:1526755795|428.00||999;1521908182|1000012780:1526756757^1000012781:1526755681|428.00||999,SW15VV828,500,200,80,0,15359:567932|15873:567920|15870:310536|15341:239152|15340:239772|15337:239119|15338:239138|15335:239100|89314:567892|15336:239112|89313:567857|89312:567845|89311:576253|15334:78020,,428,真丝专区/真丝连衣裙,,428,0.08,,1000012780:1526756757:空谷幽兰^1000012781:1526756167:XL^1000012780:1526756757:空谷幽兰^1000012781:1526755585:XXL^1000012780:1526756757:空谷幽兰^1000012781:1526755795:XXXL^1000012780:1526756757:空谷幽兰^1000012781:1526755681:L,"<img src=""http://img10.360buyimg.com/imgzone/jfs/t1183/53/557144235/139350/a1d61807/552dfa82N3ceaade2.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t886/354/550370503/160220/34057dc8/552dfa83N94bbbaad.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t838/298/532628126/171345/d5995ac/552dfa84N04d1d487.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1273/14/566245085/245858/a2af13/552dfa84N90c273ad.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1090/21/532205374/73391/bb1575b9/552dfa85N2b05de7a.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1192/56/520721179/67950/6e8d8499/552dfa85N3859c19f.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1042/241/537248412/156834/4f4d6330/552dfa85N1277fc72.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1120/5/532135802/132641/fca9a23f/552dfa86N8f2f158e.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1042/243/533888525/119667/cae5c7d5/552dfa86N350738e9.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t763/67/1314116722/199165/631f968b/552dfa86Nece12722.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t1195/254/549672856/113188/7f24538a/552dfa87Ne9423843.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t820/303/551191945/113388/603c7aa9/552dfa87N803edb7e.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t781/44/559251403/108910/9989d988/552dfa87Ncb61392a.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t883/119/547057514/104715/755954d9/552dfa88Na79efc96.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t772/151/1274347263/328800/b0f4def6/552dfa88N80d9e21c.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t931/93/546505931/202278/9cf226d2/552dfa88Ncab152b1.jpg"" alt="""" /> 
<img src=""http://img10.360buyimg.com/imgzone/jfs/t928/18/535034161/120020/654a3407/552dfa89N36c5c831.jpg"" alt="""" />",is_can_vat:0,,http://img10.360buyimg.com/n0/jfs/t1072/345/574515020/196459/cabc2dba/552e0283N595b5514.jpg,3996,"0,,http://img10.360buyimg.com/n2/jfs/t1072/345/574515020/196459/cabc2dba/552e0283N595b5514.jpg,http://img10.360buyimg.com/n2/jfs/t1072/345/574515020/196459/cabc2dba/552e0283N595b5514.jpg,1,0,1264088535;0,,http://img10.360buyimg.com/n2/jfs/t1252/72/535602479/224822/18f367c2/552e0283N7c36e14e.jpg,http://img10.360buyimg.com/n2/jfs/t1252/72/535602479/224822/18f367c2/552e0283N7c36e14e.jpg,0,1,1264088536;0,,http://img10.360buyimg.com/n2/jfs/t985/193/550641248/315821/9c0249ae/552e0284Nb0d5ef4c.jpg,http://img10.360buyimg.com/n2/jfs/t985/193/550641248/315821/9c0249ae/552e0284Nb0d5ef4c.jpg,0,2,1264088537;0,,http://img10.360buyimg.com/n2/jfs/t1150/158/551049684/283393/b168e2b7/552e0285N887d257e.jpg,http://img10.360buyimg.com/n2/jfs/t1150/158/551049684/283393/b168e2b7/552e0285N887d257e.jpg,0,3,1264088538;0,,http://img10.360buyimg.com/n2/jfs/t1228/337/550584499/142448/c1276cd4/552e0285Nc150a46f.jpg,http://img10.360buyimg.com/n2/jfs/t1228/337/550584499/142448/c1276cd4/552e0285Nc150a46f.jpg,0,4,1264088539;1000012780,拿铁咖,http://img10.360buyimg.com/n2/jfs/t1072/345/574515020/196459/cabc2dba/552e0283N595b5514.jpg,http://img10.360buyimg.com/n2/jfs/t1072/345/574515020/196459/cabc2dba/552e0283N595b5514.jpg,1,5,1264088540;1000012780,拿铁咖,http://img10.360buyimg.com/n2/jfs/t1252/72/535602479/224822/18f367c2/552e0283N7c36e14e.jpg,http://img10.360buyimg.com/n2/jfs/t1252/72/535602479/224822/18f367c2/552e0283N7c36e14e.jpg,0,6,1264088541;1000012780,拿铁咖,http://img10.360buyimg.com/n2/jfs/t985/193/550641248/315821/9c0249ae/552e0284Nb0d5ef4c.jpg,http://img10.360buyimg.com/n2/jfs/t985/193/550641248/315821/9c0249ae/552e0284Nb0d5ef4c.jpg,0,7,1264088542;1000012780,拿铁咖,http://img10.360buyimg.com/n2/jfs/t1150/158/551049684/283393/b168e2b7/552e0285N887d257e.jpg,http://img10.360buyimg.com/n2/jfs/t1150/158/551049684/283393/b168e2b7/552e0285N887d257e.jpg,0,8,1264088543;1000012780,拿铁咖,http://img10.360buyimg.com/n2/jfs/t1228/337/550584499/142448/c1276cd4/552e0285Nc150a46f.jpg,http://img10.360buyimg.com/n2/jfs/t1228/337/550584499/142448/c1276cd4/552e0285Nc150a46f.jpg,0,9,1264088544;"
1250357541,2015春季新款 高端女装桑蚕丝衬衣衬衫女长袖黑白格印花,1354,1500055868,1500055868|1000000031:1526220813|550.00||9999,SW15A3806,500,200,80,0,14954:222492|3206:64721|8904:81291|8556:67434|88979:562283|88978:562315|88977:576230|14973:562304|14971:222550|88980:562240|10473:95165|8634:95089|8732:153387|14962:222507|3205:41386,,550,真丝专区/真丝衬衫,,1300,0.8,,1000000031:1526220813:星罗棋布,"<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t799/104/324795342/208761/7ae6635b/55163f1cN1882bfe1.jpg"" alt="""" id=""dd6add2cd50345c387bd9ba72db026b4"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t877/289/322075382/76287/75611b68/55163f1dNc66684e0.jpg"" alt="""" id=""25ca2493383947f98c336baa3f7b3fe8"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t838/63/314367469/191709/67190f63/55163f1dNc6014a36.jpg"" alt="""" id=""2ad19291dafd483f83377c6dd9b25678"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t979/300/317174219/191730/a3349365/55163f1eN08cd82f7.jpg"" alt="""" id=""3cb3889a1d23499eabb1a1ccf4a8edff"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t886/52/324195320/55200/a61670ab/55163f1eN2299d9b1.jpg"" alt="""" id=""818609a16f78420bb2b9e550f0d578b0"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t1141/354/324888761/54835/8e7900a1/55163f1fN3b083c7b.jpg"" alt="""" id=""f559a8a717954994b63d1b010a1be305"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t931/51/342476319/112830/44ac2d6e/55163f1fN1862e99d.jpg"" alt="""" id=""830e3deaf5344255bc0a0f3b29de8121"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t1273/296/331055913/216782/86315cb2/55163f20N23e39e25.jpg"" alt="""" id=""82a294f813cc433d932b5f4c9da666c2"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t757/55/1054577348/203013/8b864e36/55163f21N102ed289.jpg"" alt="""" id=""653751b1768c411d942a973ea59333b5"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t1231/236/324050818/196381/8c0ebe8d/55163f21N900e2f7b.jpg"" alt="""" id=""c65b42f379be49d2a5b4296897407bf0"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t886/57/333326065/326504/bbbb26c3/55163f22N0c13a261.jpg"" alt="""" id=""3a15be5084d14da2b934458250d9f139"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t916/356/331582557/176742/ad2244ef/55163f23Nd472197d.jpg"" alt="""" id=""c7ced609a9a545f6ab19748737d942f6"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t976/120/232021036/230231/41cb97a/55163f23N04cdf33a.jpg"" alt="""" id=""55d888ded8984d85942f6526830bd822"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t1063/88/314663848/124651/89e6e0dd/55163f24N736f46eb.jpg"" alt="""" id=""5cb0e0500ecd4194b4c822b04bf43f35"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t1150/92/304954188/158421/efc06aad/55163f24N71cde70c.jpg"" alt="""" id=""90174c7c585e43a69c651adf4d90f107"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t1246/227/313412296/99860/9cfb377f/55163f25N5c5c3a65.jpg"" alt="""" id=""baef8f884a50420aa0fae83bcd30166e"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t1096/251/334979473/81972/6d3fb046/55163f25N365753da.jpg"" alt="""" id=""2a59c0f42f004a8192e05efab365e268"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t1204/28/306370873/180023/3c1062c6/55163f26N0dca8031.jpg"" alt="""" id=""417a9ee0f57640b084a05b293f269384"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t772/66/1077325521/130643/eed375f2/55163f27Nfe4f635b.jpg"" alt="""" id=""cc258dca9e2242028241e23bb23194a0"" /> 
<br /> 
<img src=""http://img30.360buyimg.com/popWareDetail/jfs/t808/86/327803034/130955/623e1fbd/55163f27N36da0b36.jpg"" alt="""" id=""a4d3a85deaf34ce4b9d0321e520ad49d"" />",is_can_vat:0,,http://img10.360buyimg.com/n0/jfs/t1231/206/323880867/337886/ccb8a205/55163ef0N01e29899.jpg,9999,"0,,http://img10.360buyimg.com/n2/jfs/t1231/206/323880867/337886/ccb8a205/55163ef0N01e29899.jpg,http://img10.360buyimg.com/n2/jfs/t1231/206/323880867/337886/ccb8a205/55163ef0N01e29899.jpg,1,0,1170947932;0,,http://img10.360buyimg.com/n2/jfs/t1186/212/327066434/301345/5b7971f5/55163ef0N243440ac.jpg,http://img10.360buyimg.com/n2/jfs/t1186/212/327066434/301345/5b7971f5/55163ef0N243440ac.jpg,0,1,1170947933;0,,http://img10.360buyimg.com/n2/jfs/t763/325/1050218379/314411/6da72faf/55163ef1N99ec1013.jpg,http://img10.360buyimg.com/n2/jfs/t763/325/1050218379/314411/6da72faf/55163ef1N99ec1013.jpg,0,2,1170947934;0,,http://img10.360buyimg.com/n2/jfs/t1189/320/325807077/366973/1e4315cb/55163ef1Nd7cf9301.jpg,http://img10.360buyimg.com/n2/jfs/t1189/320/325807077/366973/1e4315cb/55163ef1Nd7cf9301.jpg,0,3,1170947935;0,,http://img10.360buyimg.com/n2/jfs/t796/119/313283181/303159/76daa697/55163ef2N1bab49bf.jpg,http://img10.360buyimg.com/n2/jfs/t796/119/313283181/303159/76daa697/55163ef2N1bab49bf.jpg,0,4,1170947936;1000000031,浅灰色,http://img10.360buyimg.com/n2/jfs/t1231/206/323880867/337886/ccb8a205/55163ef0N01e29899.jpg,http://img10.360buyimg.com/n2/jfs/t1231/206/323880867/337886/ccb8a205/55163ef0N01e29899.jpg,1,5,1170947937;1000000031,浅灰色,http://img10.360buyimg.com/n2/jfs/t1186/212/327066434/301345/5b7971f5/55163ef0N243440ac.jpg,http://img10.360buyimg.com/n2/jfs/t1186/212/327066434/301345/5b7971f5/55163ef0N243440ac.jpg,0,6,1170947938;1000000031,浅灰色,http://img10.360buyimg.com/n2/jfs/t763/325/1050218379/314411/6da72faf/55163ef1N99ec1013.jpg,http://img10.360buyimg.com/n2/jfs/t763/325/1050218379/314411/6da72faf/55163ef1N99ec1013.jpg,0,7,1170947939;1000000031,浅灰色,http://img10.360buyimg.com/n2/jfs/t1189/320/325807077/366973/1e4315cb/55163ef1Nd7cf9301.jpg,http://img10.360buyimg.com/n2/jfs/t1189/320/325807077/366973/1e4315cb/55163ef1Nd7cf9301.jpg,0,8,1170947940;1000000031,浅灰色,http://img10.360buyimg.com/n2/jfs/t796/119/313283181/303159/76daa697/55163ef2N1bab49bf.jpg,http://img10.360buyimg.com/n2/jfs/t796/119/313283181/303159/76daa697/55163ef2N1bab49bf.jpg,0,9,1170947941;"
